Day,Mid,Bid,Ask,Spread,Drift,Volatility,Jump,News
111,113.178,113.15,110.678,115.678,5.00025,0.000198275,4.98093e-05,0,No news
112,113.208,113.178,110.708,115.708,5.00031,0.000198395,6.1244e-05,0,No news
113,113.023,113.208,110.527,115.518,4.99084,0.000197898,-0.00183284,0,No news
114,112.98,113.023,110.481,115.479,4.99712,0.000198049,-0.000576675,0,No news
115,113.085,112.98,110.583,115.587,5.00365,0.000198156,0.000730214,0,No news
116,113.192,113.085,110.691,115.694,5.00376,0.000198019,0.000752797,0,No news
117,118.756,113.192,116.262,121.251,4.98874,0.000236645,-0.00225202,0.05,"Global macro uncertainty rises"
118,118.877,118.756,116.375,121.378,5.00387,0.000237558,0.000773304,0,No news
119,119.075,118.877,116.572,121.579,5.00717,0.000237447,0.00143481,0,No news
120,119.002,119.075,116.504,121.5,4.99591,0.000198174,-0.000818218,0,No news
121,119.061,119.002,116.56,121.561,5.00149,0.000198274,0.000297808,0,No news
122,119.161,119.061,116.659,121.662,5.00321,0.000198131,0.000642226,0,No news
123,119.124,119.161,116.625,121.623,4.99747,0.000198324,-0.000505385,0,No news
124,119.21,119.124,116.709,121.711,5.0026,0.000198348,0.000519978,0,No news
125,119.241,119.21,116.741,121.741,5.00032,0.000198403,6.48826e-05,0,No news
126,125.429,119.241,122.928,127.93,5.00158,0.000277692,0.000315559,0.05,"Firm reports quarterly earnings"
127,125.613,125.429,123.11,128.116,5.00633,0.000198084,0.00126577,0,No news
128,125.474,125.613,122.977,127.97,4.99346,0.000198219,-0.00130722,0,No news
129,125.503,125.474,123.002,128.003,5.00015,0.000198329,3.09817e-05,0,No news
130,125.6,125.503,123.099,128.102,5.00291,0.000198369,0.000581671,0,No news
131,125.65,125.6,123.15,128.151,5.00099,0.000198367,0.000197151,0,No news
132,125.659,125.65,123.159,128.159,4.99936,0.000198344,-0.000128286,0,No news
133,125.684,125.659,123.184,128.184,5,0.000198413,-4.95245e-07,0,No news
134,125.547,125.684,123.051,128.044,4.99358,0.000197881,-0.00128374,0,No news
135,125.684,125.547,123.182,128.186,5.00445,0.000198307,0.000890506,0,No news
136,125.725,125.684,123.225,128.226,5.00065,0.000198172,0.000130008,0,No news
137,125.633,125.725,123.135,128.131,4.99533,0.000197782,-0.000933683,0,No news
138,125.789,125.633,123.286,128.291,5.0052,0.000197819,0.00104039,0,No news
139,119.207,125.789,116.717,121.697,4.98053,0.000153178,-0.00389401,-0.05,"Global macro uncertainty rises"
140,119.412,119.207,116.908,121.916,5.00782,0.000150332,0.00156494,0,No news
141,119.426,119.412,116.926,121.926,4.99984,0.000149929,-3.24278e-05,0,No news
142,119.653,119.426,117.149,122.158,5.00853,0.000196843,0.00170634,0,No news
143,119.48,119.653,116.984,121.976,4.99177,0.00019725,-0.00164669,0,No news
144,119.674,119.48,117.17,122.177,5.00712,0.000196786,0.00142351,0,No news
145,119.934,119.674,117.429,122.439,5.00987,0.000196741,0.00197401,0,No news
146,120.315,119.934,117.808,122.823,5.0149,0.000195819,0.00297945,0,No news
147,120.597,120.315,118.091,123.102,5.0107,0.000196185,0.00214055,0,No news
148,121.074,120.597,118.565,123.584,5.01879,0.000196043,0.0037576,0,No news
149,121.006,121.074,118.508,123.504,4.99619,0.000196127,-0.000762108,0,No news
150,121.074,121.006,118.573,123.575,5.00184,0.000196523,0.000368036,0,No news
151,121.221,121.074,118.719,123.724,5.00508,0.000196226,0.00101619,0,No news
152,121.424,121.221,118.92,123.928,5.00738,0.000195991,0.00147682,0,No news
153,121.222,121.424,118.727,123.718,4.99071,0.000196143,-0.00185883,0,No news
154,121.462,121.222,118.958,123.967,5.00891,0.000196742,0.00178223,0,No news
155,121.042,121.462,118.551,123.533,4.98167,0.000196461,-0.00366668,0,No news
156,121.595,121.042,119.084,124.106,5.02182,0.000195719,0.00436441,0,No news
157,121.704,121.595,119.203,124.206,5.00352,0.000196218,0.000704308,0,No news
158,121.877,121.704,119.374,124.38,5.00611,0.00019652,0.00122254,0,No news
159,121.888,121.877,119.388,124.387,4.99944,0.000197167,-0.000112761,0,No news
160,122.196,121.888,119.69,124.702,5.01166,0.000196632,0.00233203,0,No news
161,122.136,122.196,119.638,124.635,4.99657,0.00019637,-0.000685313,0,No news
162,122.02,122.136,119.523,124.517,4.99424,0.000197258,-0.00115104,0,No news
163,121.927,122.02,119.43,124.425,4.99522,0.000197472,-0.00095692,0,No news
164,121.894,121.927,119.395,124.392,4.99762,0.000197447,-0.00047526,0,No news
165,122.13,121.894,119.625,124.634,5.00868,0.00019737,0.00173682,0,No news
166,121.932,122.13,119.436,124.427,4.9909,0.000197547,-0.0018199,0,No news
167,122.034,121.932,119.532,124.535,5.00319,0.000197813,0.000638973,0,No news
168,122.123,122.034,119.621,124.624,5.00266,0.000197557,0.000531309,0,No news
169,122.108,122.123,119.608,124.607,4.9984,0.000196937,-0.000320163,0,No news
170,122.368,122.108,119.863,124.873,5.00967,0.000195618,0.0019343,0,No news
171,122.738,122.368,120.231,125.245,5.01413,0.000197182,0.00282522,0,No news
172,122.594,122.738,120.098,125.091,4.99314,0.000197532,-0.00137251,0,No news
173,122.301,122.594,119.807,124.794,4.98703,0.0001973,-0.00259356,0,No news
174,122.568,122.301,120.063,125.073,5.00991,0.000197603,0.00198205,0,No news
175,122.736,122.568,120.233,125.239,5.00588,0.000197364,0.00117612,0,No news
176,122.526,122.736,120.031,125.021,4.99045,0.000197643,-0.00190905,0,No news
177,122.717,122.526,120.214,125.221,5.00681,0.000197342,0.00136142,0,No news
178,122.786,122.717,120.285,125.287,5.00182,0.000196895,0.000364218,0,No news
179,123.242,122.786,120.733,125.75,5.01752,0.00019738,0.00350381,0,No news
180,123.232,123.242,120.732,125.731,4.99862,0.000197151,-0.000276181,0,No news
181,123.284,123.232,120.784,125.785,5.00115,0.000197235,0.000229594,0,No news
182,123.352,123.284,120.852,125.853,5.00177,0.000196661,0.000354887,0,No news
183,123.417,123.352,120.916,125.917,5.00162,0.000196119,0.000324244,0,No news
184,123.608,123.417,121.104,126.111,5.00675,0.000196195,0.00135048,0,No news
185,123.584,123.608,121.085,126.083,4.99805,0.000195777,-0.000389439,0,No news
186,123.695,123.584,121.193,126.197,5.00352,0.000196292,0.000703782,0,No news
187,123.576,123.695,121.079,126.073,4.99422,0.000196241,-0.00115629,0,No news
188,123.693,123.576,121.191,126.195,5.00373,0.00019676,0.000746368,0,No news
189,129.935,123.693,127.438,132.433,4.9948,0.000273609,-0.00103958,0.05,"Firm reports quarterly earnings"
190,129.766,129.935,127.27,132.262,4.99249,0.000196777,-0.00150147,0,No news
191,129.59,129.766,127.094,132.086,4.99225,0.000196553,-0.00155058,0,No news
192,129.475,129.59,126.978,131.973,4.9946,0.000194943,-0.0010808,0,No news
193,129.494,129.475,126.994,131.993,4.99972,0.000196664,-5.64226e-05,0,No news
194,129.785,129.494,127.28,132.29,5.01027,0.000196707,0.00205315,0,No news
195,129.601,129.785,127.105,132.097,4.99192,0.000196536,-0.00161544,0,No news
196,129.705,129.601,127.204,132.207,5.00302,0.000196707,0.000604718,0,No news
197,129.933,129.705,127.429,132.437,5.0078,0.000197734,0.00155934,0,No news
198,130.125,129.933,127.622,132.629,5.0064,0.000198005,0.0012796,0,No news
199,130.235,130.125,127.734,132.737,5.00323,0.000197886,0.000646337,0,No news
200,130.365,130.235,127.863,132.867,5.00398,0.000197449,0.000795836,0,No news
201,130.356,130.365,127.857,132.855,4.99868,0.000197132,-0.00026313,0,No news
202,130.25,130.356,127.753,132.748,4.99496,0.000196938,-0.00100899,0,No news
203,130.688,130.25,128.181,133.196,5.01581,0.000197118,0.00316137,0,No news
204,124.383,130.688,121.882,126.884,5.00199,0.000155419,0.000397102,-0.05,"Global macro uncertainty rises"
205,124.301,124.383,121.803,126.799,4.9959,0.000155243,-0.000820691,0,No news
206,124.536,124.301,122.032,127.041,5.00869,0.000154383,0.00173883,0,No news
207,124.577,124.536,122.076,127.077,5.00064,0.000197619,0.000127721,0,No news
208,124.692,124.577,122.19,127.194,5.00362,0.00019799,0.000724754,0,No news
209,124.726,124.692,122.226,127.227,5.0004,0.000197938,8.02432e-05,0,No news
210,124.711,124.726,122.211,127.21,4.99837,0.000197714,-0.000325705,0,No news
211,124.561,124.711,122.065,127.058,4.99303,0.000197332,-0.00139421,0,No news
212,124.454,124.561,121.957,126.952,4.99473,0.00019658,-0.00105475,0,No news
213,124.423,124.454,121.924,126.922,4.99773,0.00019746,-0.000453402,0,No news
214,124.395,124.423,121.896,126.894,4.99792,0.000197643,-0.000416982,0,No news
215,124.599,124.395,122.096,127.103,5.00721,0.00019755,0.00144214,0,No news
216,124.516,124.599,122.018,127.014,4.99567,0.000197628,-0.000866678,0,No news
217,124.488,124.516,121.99,126.987,4.9979,0.000198009,-0.000420517,0,No news
218,124.486,124.488,121.986,126.985,4.9989,0.000198367,-0.000220116,0,No news
219,124.439,124.486,121.941,126.938,4.99714,0.000198171,-0.000572632,0,No news
220,124.327,124.439,121.83,126.825,4.99452,0.000198014,-0.00109589,0,No news
221,124.684,124.327,122.177,127.191,5.01333,0.00019736,0.00266699,0,No news
222,125.116,124.684,122.608,127.624,5.0163,0.000197072,0.00326038,0,No news
223,125.309,125.116,122.806,127.812,5.00672,0.000196883,0.00134432,0,No news
224,125.382,125.309,122.881,127.883,5.00193,0.000196109,0.000385769,0,No news
225,125.571,125.382,123.067,128.074,5.00654,0.000197039,0.00130754,0,No news
226,125.52,125.571,123.022,128.019,4.997,0.000197275,-0.000599669,0,No news
227,122.009,125.52,119.505,124.512,5.00726,0.000175286,0.00145164,-0.03,"Rumor: firm exploring strategic options"
228,122.235,122.009,119.731,124.739,5.00839,0.00017509,0.0016776,0,No news
229,122.252,122.235,119.752,124.752,4.9997,0.000197395,-6.09157e-05,0,No news
230,122.643,122.252,120.136,125.151,5.01501,0.000196978,0.00300271,0,No news
231,122.793,122.643,120.291,125.296,5.00512,0.00019562,0.00102328,0,No news
232,123.458,122.793,120.945,125.971,5.02603,0.000194961,0.00520682,0,No news
233,123.67,123.458,121.167,126.174,5.00761,0.000195494,0.00152132,0,No news
234,124.171,123.67,121.662,126.681,5.01924,0.000194881,0.00384787,0,No news
235,123.928,124.171,121.433,126.422,4.9892,0.00019577,-0.00215977,0,No news
236,124.06,123.928,121.558,126.562,5.00435,0.000195755,0.000870854,0,No news
237,124.255,124.06,121.752,126.758,5.00688,0.000194878,0.00137608,0,No news
238,124.414,124.255,121.912,126.917,5.00544,0.000195005,0.0010873,0,No news
239,125.027,124.414,122.516,127.539,5.0236,0.000194754,0.00472071,0,No news
240,124.92,125.027,122.422,127.417,4.99472,0.000194612,-0.00105618,0,No news
241,125.016,124.92,122.514,127.517,5.00288,0.000194213,0.000575262,0,No news
242,125.036,125.016,122.536,127.536,4.99981,0.000195525,-3.76122e-05,0,No news
243,124.899,125.036,122.402,127.396,4.99355,0.000195602,-0.0012895,0,No news
244,124.659,124.899,122.164,127.154,4.98941,0.000194776,-0.00211884,0,No news
245,124.631,124.659,122.132,127.13,4.9979,0.00019438,-0.000419905,0,No news
246,124.803,124.631,122.3,127.306,5.00592,0.000194284,0.00118325,0,No news
247,124.886,124.803,122.385,127.387,5.00236,0.000195384,0.000471712,0,No news
248,124.293,124.886,121.805,126.78,4.97523,0.000193351,-0.0049533,0,No news
249,124.759,124.293,122.25,127.268,5.01776,0.00019341,0.00355299,0,No news
250,125.063,124.759,122.558,127.569,5.01121,0.000193106,0.00224118,0,No news
251,125.276,125.063,122.772,127.779,5.0075,0.000195265,0.00150097,0,No news
252,131.869,125.276,129.366,134.372,5.0051,0.000272367,0.00101936,0.05,"Firm reports quarterly earnings"
253,132.575,131.869,130.063,135.088,5.02573,0.000195861,0.00514699,0,No news
254,132.565,132.575,130.066,135.064,4.99863,0.000195458,-0.000273788,0,No news
255,132.623,132.565,130.122,135.123,5.00118,0.000196501,0.000236861,0,No news
256,132.625,132.623,130.125,135.124,4.99911,0.000195961,-0.000178359,0,No news
257,132.495,132.625,129.998,134.992,4.99412,0.000196302,-0.00117647,0,No news
258,132.745,132.495,130.241,135.249,5.00844,0.000195942,0.00168808,0,No news
259,132.421,132.745,129.927,134.914,4.98681,0.000194898,-0.00263814,0,No news
260,132.401,132.421,129.902,134.9,4.99829,0.000194446,-0.000342802,0,No news
261,132.575,132.401,130.073,135.078,5.0056,0.000194528,0.00111998,0,No news
262,136.979,132.575,134.472,139.485,5.01233,0.000207376,0.00246637,0.03,"Rumor: firm exploring strategic options"
263,136.584,136.979,134.091,139.076,4.98451,0.000209722,-0.00309729,0,No news
264,136.518,136.584,134.02,139.017,4.99664,0.000193763,-0.000672607,0,No news
265,136.998,136.518,134.49,139.507,5.01659,0.000193466,0.00331724,0,No news
266,137.272,136.998,134.767,139.776,5.00899,0.000192998,0.00179849,0,No news
267,136.264,137.272,133.783,138.745,4.9622,0.000192033,-0.00756085,0,No news
268,132.597,136.264,130.091,135.104,5.01281,0.000163625,0.0025621,-0.03,"Rumor: firm exploring strategic options"
269,132.673,132.597,130.172,135.174,5.00204,0.000159562,0.000407542,0,No news
270,132.309,132.673,129.817,134.802,4.98533,0.000191979,-0.00293451,0,No news
271,132.223,132.309,129.725,134.721,4.99579,0.000190944,-0.000841667,0,No news
272,132.563,132.223,130.057,135.069,5.01188,0.000190955,0.00237524,0,No news
273,133.373,132.563,130.858,135.887,5.02948,0.000194069,0.00589604,0,No news
274,133.486,133.373,130.985,135.988,5.00329,0.000194722,0.000657287,0,No news
275,133.39,133.486,130.892,135.887,4.9954,0.000196038,-0.000920911,0,No news
276,132.76,133.39,130.272,135.248,4.97537,0.000195107,-0.00492688,0,No news
277,139.386,132.76,136.889,141.882,4.99239,0.000222646,-0.00152137,0.05,"Global macro uncertainty rises"
278,139.954,139.386,137.444,142.463,5.01923,0.000220988,0.00384607,0,No news
279,139.246,139.954,136.759,141.733,4.97356,0.000219413,-0.0052871,0,No news
280,138.643,139.246,136.155,141.132,4.97733,0.000193602,-0.00453353,0,No news
281,139.441,138.643,136.927,141.955,5.02771,0.000193111,0.00554238,0,No news
282,139.183,139.441,136.688,141.678,4.98979,0.000194818,-0.00204208,0,No news
283,139.274,139.183,136.773,141.775,5.00227,0.000194971,0.000454763,0,No news
284,139.239,139.274,136.74,141.738,4.99779,0.000194208,-0.000441388,0,No news
285,139.697,139.239,137.19,142.205,5.01544,0.000194492,0.00308889,0,No news
286,139.951,139.697,137.447,142.455,5.00811,0.000193888,0.00162136,0,No news
287,140.398,139.951,137.89,142.905,5.01496,0.000193782,0.00299193,0,No news
288,140.11,140.398,137.615,142.604,4.98876,0.000194391,-0.00224811,0,No news
289,139.439,140.11,136.952,141.927,4.97505,0.000193698,-0.00498987,0,No news
290,139.33,139.439,136.832,141.827,4.99509,0.00019361,-0.000981076,0,No news
291,139.012,139.33,136.519,141.506,4.98763,0.000194886,-0.00247341,0,No news
292,146.927,139.012,144.414,149.44,5.02575,0.000225693,0.00514954,0.05,"Global macro uncertainty rises"
293,147.781,146.927,145.267,150.295,5.02784,0.000227566,0.00556812,0,No news
294,148.714,147.781,146.199,151.229,5.03031,0.000227395,0.00606199,0,No news
295,148.727,148.714,146.227,151.226,4.99945,0.000195895,-0.000109532,0,No news
296,148.693,148.727,146.194,151.192,4.99788,0.000195628,-0.000423615,0,No news
297,147.851,148.693,145.366,150.336,4.97064,0.000194876,-0.00587143,0,No news
298,148.314,147.851,145.807,150.822,5.01468,0.000192557,0.00293556,0,No news
299,148.067,148.314,145.572,150.563,4.9907,0.000192744,-0.00185973,0,No news
300,148.392,148.067,145.887,150.897,5.00999,0.000193627,0.00199734,0,No news
301,148.338,148.392,145.84,150.837,4.99723,0.00019261,-0.000553665,0,No news
302,147.862,148.338,145.371,150.354,4.98297,0.000191364,-0.00340655,0,No news
303,148.809,147.862,146.293,151.324,5.03094,0.000192589,0.00618857,0,No news
304,149.587,148.809,147.075,152.1,5.02513,0.000191938,0.0050265,0,No news
305,149.157,149.587,146.665,151.649,4.98463,0.000192872,-0.00307435,0,No news
306,148.791,149.157,146.298,151.284,4.98675,0.000193243,-0.00264973,0,No news
307,148.436,148.791,145.942,150.929,4.98709,0.000192506,-0.00258173,0,No news
308,148.529,148.436,146.028,151.03,5.00218,0.000193708,0.000435642,0,No news
309,147.849,148.529,145.361,150.337,4.97606,0.000194873,-0.00478802,0,No news
310,147.18,147.849,144.692,149.668,4.97636,0.000194761,-0.00472709,0,No news
311,146.605,147.18,144.115,149.095,4.97945,0.000194073,-0.00411094,0,No news
312,142.147,146.605,139.649,144.644,4.99474,0.000172149,-0.00105298,-0.03,"Rumor: firm exploring strategic options"
313,142.427,142.147,139.922,144.931,5.00899,0.000171887,0.00179705,0,No news
314,142.102,142.427,139.608,144.596,4.98761,0.000195677,-0.00247789,0,No news
315,142.48,142.102,139.974,144.986,5.01231,0.000195127,0.00246125,0,No news
316,142.452,142.48,139.953,144.951,4.99802,0.000196029,-0.000395189,0,No news
317,142.546,142.452,140.044,145.047,5.00231,0.000196215,0.000462044,0,No news
318,142.554,142.546,140.054,145.054,4.99931,0.000196349,-0.000137911,0,No news
319,142.228,142.554,139.734,144.721,4.98756,0.000195918,-0.00248796,0,No news
320,142.656,142.228,140.149,145.163,5.01407,0.000195373,0.00281359,0,No news
321,137.055,142.656,134.581,139.53,4.9489,0.000167205,-0.0102195,-0.03,"Rumor: firm exploring strategic options"
322,135.825,137.055,133.348,138.302,4.95406,0.000167643,-0.00918701,0,No news
323,135.894,135.825,133.393,138.394,5.00155,0.000196092,0.000310452,0,No news
324,136.003,135.894,133.501,138.504,5.00304,0.000196355,0.000608255,0,No news
325,136.4,136.003,133.894,138.907,5.01361,0.000196033,0.00272215,0,No news
326,142.037,136.4,139.511,144.563,5.05141,0.00021207,0.0102813,0.03,"Rumor: firm exploring strategic options"
327,143.031,142.037,140.514,145.548,5.03382,0.000211516,0.00676356,0,No news
